item_id,task_type,perturbation_type,n_original_outputs,n_perturbed_outputs,original_performance,perturbed_performance,absolute_performance_change,pdr,performance_dropped
code_generation_52,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_52,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_53,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_53,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_53,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_53,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_53,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_54,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_54,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_54,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_54,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_54,code_generation,surface_noise,5,5,1.000000,0.600000,0.400000,0.400000,true
code_generation_55,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_55,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_55,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_55,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_55,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_56,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_56,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_56,code_generation,paraphrasing,5,5,1.000000,0.000000,1.000000,1.000000,true
code_generation_56,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_56,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_57,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_57,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_57,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_57,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_57,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_58,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_58,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_58,code_generation,paraphrasing,5,5,1.000000,0.000000,1.000000,1.000000,true
code_generation_58,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_58,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_59,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_59,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_59,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_59,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_59,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_6,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_6,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_6,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_6,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_6,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_60,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_60,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_60,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_60,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_60,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_62,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_62,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_62,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_62,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_62,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_63,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_63,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_63,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_63,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_63,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_64,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_64,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_64,code_generation,paraphrasing,5,5,1.000000,0.600000,0.400000,0.400000,true
code_generation_64,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_64,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_66,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_66,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_66,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_66,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_66,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_67,code_generation,context_injection,5,5,1.000000,0.200000,0.800000,0.800000,true
code_generation_67,code_generation,formatting_changes,5,5,1.000000,0.800000,0.200000,0.200000,true
code_generation_67,code_generation,paraphrasing,5,5,1.000000,0.800000,0.200000,0.200000,true
code_generation_67,code_generation,reordering,5,5,1.000000,0.400000,0.600000,0.600000,true
code_generation_67,code_generation,surface_noise,5,5,1.000000,0.800000,0.200000,0.200000,true
code_generation_68,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_68,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_68,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_68,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_68,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_69,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_69,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_69,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_69,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_69,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_7,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_7,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_7,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_7,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_7,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_70,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_70,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_70,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_70,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_70,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_71,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_71,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_71,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_71,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_71,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_72,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_72,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_72,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_72,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_72,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_73,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_73,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_73,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_73,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_73,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_74,code_generation,context_injection,5,5,0.800000,0.400000,0.400000,0.500000,true
code_generation_74,code_generation,formatting_changes,5,5,0.800000,0.200000,0.600000,0.750000,true
code_generation_74,code_generation,paraphrasing,5,5,0.800000,1.000000,-0.200000,-0.250000,false
code_generation_74,code_generation,reordering,5,5,0.800000,0.200000,0.600000,0.750000,true
code_generation_74,code_generation,surface_noise,5,5,0.800000,0.800000,0.000000,0.000000,false
code_generation_75,code_generation,context_injection,5,5,0.400000,0.000000,0.400000,1.000000,true
code_generation_75,code_generation,formatting_changes,5,5,0.400000,0.400000,0.000000,0.000000,false
code_generation_75,code_generation,paraphrasing,5,5,0.400000,1.000000,-0.600000,-1.500000,false
code_generation_75,code_generation,reordering,5,5,0.400000,0.400000,0.000000,0.000000,false
code_generation_75,code_generation,surface_noise,5,5,0.400000,0.000000,0.400000,1.000000,true
code_generation_76,code_generation,context_injection,5,5,0.000000,0.000000,0.000000,,false
code_generation_76,code_generation,formatting_changes,5,5,0.000000,0.000000,0.000000,,false
code_generation_76,code_generation,paraphrasing,5,5,0.000000,0.400000,-0.400000,,false
code_generation_76,code_generation,reordering,5,5,0.000000,0.000000,0.000000,,false
code_generation_76,code_generation,surface_noise,5,5,0.000000,0.000000,0.000000,,false
code_generation_77,code_generation,context_injection,5,5,0.800000,0.800000,0.000000,0.000000,false
code_generation_77,code_generation,formatting_changes,5,5,0.800000,0.800000,0.000000,0.000000,false
code_generation_77,code_generation,paraphrasing,5,5,0.800000,0.400000,0.400000,0.500000,true
code_generation_77,code_generation,reordering,5,5,0.800000,0.800000,0.000000,0.000000,false
code_generation_77,code_generation,surface_noise,5,5,0.800000,0.800000,0.000000,0.000000,false
code_generation_78,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_78,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_78,code_generation,paraphrasing,5,5,1.000000,0.000000,1.000000,1.000000,true
code_generation_78,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_78,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_79,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_79,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_79,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_79,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_79,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_8,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_8,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_8,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_8,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_8,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_80,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_80,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_80,code_generation,paraphrasing,5,5,1.000000,0.800000,0.200000,0.200000,true
code_generation_80,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_80,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_81,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_81,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_81,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_81,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_81,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_82,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_82,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_82,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_82,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_82,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_83,code_generation,context_injection,5,5,0.200000,0.600000,-0.400000,-2.000000,false
code_generation_83,code_generation,formatting_changes,5,5,0.200000,0.600000,-0.400000,-2.000000,false
code_generation_83,code_generation,paraphrasing,5,5,0.200000,0.400000,-0.200000,-1.000000,false
code_generation_83,code_generation,reordering,5,5,0.200000,0.400000,-0.200000,-1.000000,false
code_generation_83,code_generation,surface_noise,5,5,0.200000,0.400000,-0.200000,-1.000000,false
code_generation_84,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_84,code_generation,formatting_changes,5,5,1.000000,0.800000,0.200000,0.200000,true
code_generation_84,code_generation,paraphrasing,5,5,1.000000,0.000000,1.000000,1.000000,true
code_generation_84,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_84,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_85,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_85,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_85,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_85,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_85,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_86,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_86,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_86,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_86,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_86,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_87,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_87,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_87,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_87,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_87,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_88,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_88,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_88,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_88,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_88,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_89,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_89,code_generation,formatting_changes,5,5,1.000000,0.800000,0.200000,0.200000,true
code_generation_89,code_generation,paraphrasing,5,5,1.000000,0.800000,0.200000,0.200000,true
code_generation_89,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_89,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_9,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_9,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_9,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_9,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_9,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_90,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_90,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_90,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_90,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_90,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_91,code_generation,context_injection,5,5,0.200000,0.400000,-0.200000,-1.000000,false
code_generation_91,code_generation,formatting_changes,5,5,0.200000,0.600000,-0.400000,-2.000000,false
code_generation_91,code_generation,paraphrasing,5,5,0.200000,0.800000,-0.600000,-3.000000,false
code_generation_91,code_generation,reordering,5,5,0.200000,0.200000,0.000000,0.000000,false
code_generation_91,code_generation,surface_noise,5,5,0.200000,0.400000,-0.200000,-1.000000,false
code_generation_92,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_92,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_92,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_92,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_92,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_93,code_generation,context_injection,5,5,0.000000,0.000000,0.000000,,false
code_generation_93,code_generation,formatting_changes,5,5,0.000000,0.600000,-0.600000,,false
code_generation_93,code_generation,paraphrasing,5,5,0.000000,0.200000,-0.200000,,false
code_generation_93,code_generation,reordering,5,5,0.000000,0.200000,-0.200000,,false
code_generation_93,code_generation,surface_noise,5,5,0.000000,0.600000,-0.600000,,false
code_generation_94,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_94,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_94,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_94,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_94,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_95,code_generation,context_injection,5,5,0.400000,0.800000,-0.400000,-1.000000,false
code_generation_95,code_generation,formatting_changes,5,5,0.400000,1.000000,-0.600000,-1.500000,false
code_generation_95,code_generation,paraphrasing,5,5,0.400000,1.000000,-0.600000,-1.500000,false
code_generation_95,code_generation,reordering,5,5,0.400000,1.000000,-0.600000,-1.500000,false
code_generation_95,code_generation,surface_noise,5,5,0.400000,0.800000,-0.400000,-1.000000,false
code_generation_96,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_96,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_96,code_generation,paraphrasing,5,5,1.000000,0.000000,1.000000,1.000000,true
code_generation_96,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_96,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_97,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_97,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_97,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_97,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_97,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_98,code_generation,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_98,code_generation,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_98,code_generation,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_98,code_generation,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_98,code_generation,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
code_generation_99,code_generation,context_injection,5,5,0.200000,0.400000,-0.200000,-1.000000,false
code_generation_99,code_generation,formatting_changes,5,5,0.200000,0.600000,-0.400000,-2.000000,false
code_generation_99,code_generation,paraphrasing,5,5,0.200000,0.800000,-0.600000,-3.000000,false
code_generation_99,code_generation,reordering,5,5,0.200000,0.600000,-0.400000,-2.000000,false
code_generation_99,code_generation,surface_noise,5,5,0.200000,0.800000,-0.600000,-3.000000,false
factual_qa_1000,factual_qa,context_injection,5,5,0.295394,0.231146,0.064248,0.217498,true
factual_qa_1000,factual_qa,formatting_changes,5,5,0.295394,0.261125,0.034269,0.116010,true
factual_qa_1000,factual_qa,paraphrasing,5,5,0.295394,0.168312,0.127082,0.430213,true
factual_qa_1000,factual_qa,reordering,5,5,0.295394,0.283212,0.012182,0.041240,true
factual_qa_1000,factual_qa,surface_noise,5,5,0.295394,0.313791,-0.018397,-0.062281,false
factual_qa_10038,factual_qa,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10038,factual_qa,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10038,factual_qa,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10038,factual_qa,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10038,factual_qa,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10189,factual_qa,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10189,factual_qa,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10189,factual_qa,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10189,factual_qa,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10189,factual_qa,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10197,factual_qa,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10197,factual_qa,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10197,factual_qa,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10197,factual_qa,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10197,factual_qa,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10227,factual_qa,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10227,factual_qa,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10227,factual_qa,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10227,factual_qa,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10227,factual_qa,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10472,factual_qa,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10472,factual_qa,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10472,factual_qa,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10472,factual_qa,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10472,factual_qa,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10479,factual_qa,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10479,factual_qa,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10479,factual_qa,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10479,factual_qa,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10479,factual_qa,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10491,factual_qa,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10491,factual_qa,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10491,factual_qa,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10491,factual_qa,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10491,factual_qa,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10535,factual_qa,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10535,factual_qa,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10535,factual_qa,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10535,factual_qa,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10535,factual_qa,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10550,factual_qa,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10550,factual_qa,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10550,factual_qa,paraphrasing,5,5,1.000000,0.000000,1.000000,1.000000,true
factual_qa_10550,factual_qa,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10550,factual_qa,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10757,factual_qa,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10757,factual_qa,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10757,factual_qa,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10757,factual_qa,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10757,factual_qa,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10760,factual_qa,context_injection,5,5,0.017391,0.000000,0.017391,1.000000,true
factual_qa_10760,factual_qa,formatting_changes,5,5,0.017391,0.000000,0.017391,1.000000,true
factual_qa_10760,factual_qa,paraphrasing,5,5,0.017391,0.037229,-0.019838,-1.140679,false
factual_qa_10760,factual_qa,reordering,5,5,0.017391,0.017222,0.000169,0.009729,true
factual_qa_10760,factual_qa,surface_noise,5,5,0.017391,0.018182,-0.000790,-0.045448,false
factual_qa_10779,factual_qa,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10779,factual_qa,formatting_changes,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10779,factual_qa,paraphrasing,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10779,factual_qa,reordering,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10779,factual_qa,surface_noise,5,5,1.000000,1.000000,0.000000,0.000000,false
factual_qa_10908,factual_qa,context_injection,5,5,1.000000,1.000000,0.000000,0.000000,false
