base_case_id,task,dataset,perturbation_family,strength_level,strength_edits,original_noise,perturbed_noise,noise_baseline,raw_perturbation_drift,noise_corrected_drift,mean_cross_similarity,mean_paired_similarity,clean_single_correct,perturbed_single_correct,single_pass_rate_drop,abs_single_pass_rate_change,single_sample_pdr,clean_mean_correctness,perturbed_mean_correctness,repeated_pass_rate_drop,abs_repeated_pass_rate_change,repeated_sampling_pdr,harmful_correctness_drop,correctness_changed
rq2_dose_humaneval_01,code_generation,HumanEval,surface_noise,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
rq2_dose_humaneval_01,code_generation,HumanEval,surface_noise,1,2,0.049045960637572626,0.02570425936245302,0.037375110000012826,0.04195677076970294,0.0045816607696901115,0.958043229230297,0.9421366590359438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
rq2_dose_humaneval_01,code_generation,HumanEval,surface_noise,2,4,0.049045960637572626,0.07340822465151563,0.06122709264454412,0.05924845401245051,0.0,0.9407515459875495,0.9273776574925132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
rq2_dose_humaneval_01,code_generation,HumanEval,surface_noise,3,8,0.049045960637572626,0.0,0.024522980318786313,0.04501121128282968,0.020488230964043366,0.9549887887171703,0.9549887887171703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
rq2_dose_humaneval_01,code_generation,HumanEval,surface_noise,4,16,0.049062228059916134,0.03855638904367953,0.043809308551797835,0.03890755860146833,0.0,0.9610924413985317,0.9549840827407708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
rq2_dose_humaneval_02,code_generation,HumanEval,surface_noise,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0
rq2_dose_humaneval_02,code_generation,HumanEval,surface_noise,1,2,0.01023532890240687,0.013133314932205542,0.011684321917306206,0.011547620620603119,0.0,0.9884523793793969,0.989805826078592,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0
rq2_dose_humaneval_02,code_generation,HumanEval,surface_noise,2,4,0.01023532890240687,0.012120465844569505,0.011177897373488187,0.011303708245909285,0.00012581087242109767,0.9886962917540907,0.9855190726324625,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0
rq2_dose_humaneval_02,code_generation,HumanEval,surface_noise,3,8,0.010259860526847731,0.01545872070214932,0.012859290614498526,0.012710031956408891,0.0,0.9872899680435911,0.9902264952337273,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0
rq2_dose_humaneval_02,code_generation,HumanEval,surface_noise,4,16,0.010259860526847731,0.015075157589389088,0.01266750905811841,0.012551993799145685,0.0,0.9874480062008543,0.9835978480083047,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0
rq2_dose_humaneval_03,code_generation,HumanEval,surface_noise,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0
rq2_dose_humaneval_03,code_generation,HumanEval,surface_noise,1,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0
