task,strength_level,strength_edits,n,mean_cross_similarity,mean_noise_corrected_drift,mean_abs_repeated_pass_rate_change,mean_repeated_pass_rate_drop,share_harmful_correctness_drop,share_correctness_changed
code_generation,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0
code_generation,1,2,10,0.9427303002530375,0.023987706677896934,0.2,-0.07999999999999999,0.1,0.4
code_generation,2,4,10,0.931858743964399,0.03312082764762784,0.18,-0.09999999999999999,0.2,0.5
code_generation,3,8,10,0.9264506285855886,0.03640600762123597,0.28,-0.19999999999999998,0.1,0.6
code_generation,4,16,10,0.9186350673540304,0.04620717177007846,0.3,-0.22,0.1,0.6
factual_qa,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0
factual_qa,1,2,10,0.9918421625693532,0.0,0.0,0.0,0.0,0.0
factual_qa,2,4,10,0.9851228721982654,0.008444521595455078,0.0,0.0,0.0,0.0
factual_qa,3,8,10,0.9879422526116554,0.006185934978147572,0.0,0.0,0.0,0.0
factual_qa,4,16,10,0.9872017730546176,0.007528693523969749,0.0,0.0,0.0,0.0
long_factual_qa,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0
long_factual_qa,1,2,10,0.9751151215835192,0.002033632528749675,0.04587301587301586,-0.02073015873015872,0.3,0.8
long_factual_qa,2,4,10,0.9658858280617504,0.0068540554598975545,0.028000000000000014,0.005142857142857149,0.3,0.5
long_factual_qa,3,8,10,0.972339869202734,0.004530280807695856,0.024158730158730157,-0.004730158730158718,0.3,0.6
long_factual_qa,4,16,10,0.9689843254466144,0.004481919211312762,0.03371428571428573,0.028000000000000014,0.5,0.6
math_reasoning,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0
math_reasoning,1,2,10,0.9473675790060745,0.0011482677440717505,0.16,-0.16,0.0,0.5
math_reasoning,2,4,10,0.9516133708679403,0.002095904667655614,0.26,-0.14,0.2,0.7
math_reasoning,3,8,10,0.940644366015412,0.006037743862231106,0.18000000000000002,-0.18000000000000002,0.0,0.5
math_reasoning,4,16,10,0.9430558371493161,0.002800316204023383,0.06000000000000001,-0.020000000000000007,0.1,0.3
