task,strength_level,strength_edits,n,mean_cross_similarity,mean_noise_corrected_drift,mean_abs_repeated_pass_rate_change,mean_repeated_pass_rate_drop,share_harmful_correctness_drop,share_correctness_changed
code_generation,0,0,25,1.0,0.0,0.0,0.0,0.0,0.0
code_generation,1,2,25,0.9678520271020195,0.004643384486985002,0.07200000000000001,0.07200000000000001,0.2,0.2
code_generation,2,4,25,0.9499420106150878,0.020207098456413157,0.12,0.10400000000000001,0.2,0.24
code_generation,3,8,25,0.9452455241678878,0.025802771698598796,0.096,-0.032,0.12,0.24
code_generation,4,16,25,0.9427852656921669,0.02119628683876421,0.096,-0.016,0.08,0.2
factual_qa,0,0,25,1.0,0.0,0.0,0.0,0.0,0.0
factual_qa,1,2,25,0.9770682103298098,1.8809735503919886e-05,0.002666666666666666,0.002666666666666666,0.04,0.04
factual_qa,2,4,25,0.972531053129802,0.008427403242891091,0.0,0.0,0.0,0.0
factual_qa,3,8,25,0.9605421074149197,0.020694904444410706,0.010666666666666668,0.010666666666666668,0.04,0.04
factual_qa,4,16,25,0.9561360395411181,0.021157829637685713,0.010666666666666668,0.010666666666666668,0.04,0.04
long_factual_qa,0,0,25,1.0,0.0,0.0,0.0,0.0,0.0
long_factual_qa,1,2,25,0.9822326303491757,0.0017213069844797505,0.02484444444444445,-0.0003111111111111109,0.16,0.44
long_factual_qa,2,4,25,0.9807134247434682,0.0014009375859633172,0.025488888888888898,0.014155555555555562,0.4,0.56
long_factual_qa,3,8,25,0.9827682731311824,0.0013684576218484933,0.027273015873015883,0.007406349206349203,0.32,0.64
long_factual_qa,4,16,25,0.9797545225020233,0.0037656223977376273,0.03671111111111112,-0.0011111111111111115,0.28,0.6
math_reasoning,0,0,25,1.0,0.0,0.0,0.0,0.0,0.0
math_reasoning,1,2,25,0.9494728066548359,0.002559383712648304,0.12,0.055999999999999994,0.36,0.52
math_reasoning,2,4,25,0.9495663586593427,0.002510952433321974,0.12000000000000001,0.08800000000000001,0.36,0.4
math_reasoning,3,8,25,0.9496419652927627,0.0022070900183508955,0.168,0.136,0.4,0.48
math_reasoning,4,16,25,0.9470884068485471,0.004486806296392939,0.184,0.168,0.44,0.48
