scope_type,scope_value,n,relationship,x,y,pearson,spearman,spearman_ci95_low,spearman_ci95_high,spearman_permutation_p_two_sided
task,code_generation,50,single_sample,uncorrected_single_drift,abs_single_pass_rate_change,0.6121844665684415,0.5349673685722155,0.29161707600560943,0.7130311121214773,0.000999000999000999
task,code_generation,50,single_change_auxiliary,noise_corrected_drift,abs_single_pass_rate_change,0.5344310077019471,0.37366206706230454,0.028506769747485894,0.637693253141171,0.00999000999000999
task,factual_qa,50,primary,noise_corrected_drift,abs_repeated_pass_rate_change,0.005833340040676487,0.2240208418485493,-0.16221052597064223,0.5354870186064806,0.16683316683316685
task,factual_qa,50,raw_auxiliary,raw_perturbation_drift,abs_repeated_pass_rate_change,0.12206063120777935,0.5447376130452571,0.3339839418064405,0.702800486424544,0.000999000999000999
task,factual_qa,50,single_vs_repeated_auxiliary,uncorrected_single_drift,abs_repeated_pass_rate_change,0.06622623939815452,0.2931021098798476,-0.05885167785411475,0.5524844169084071,0.03896103896103896
task,factual_qa,50,signed_drop,noise_corrected_drift,repeated_pass_rate_drop,-0.04985947745514329,0.040824626578178695,-0.32222764566639034,0.41263776282786707,0.7622377622377622
task,factual_qa,50,harmful_drop_binary,noise_corrected_drift,harmful_correctness_drop,-0.039596047803149396,0.1225385865834485,-0.18180736338882858,0.44112206793467856,0.3856143856143856
task,factual_qa,50,raw_harmful_drop_binary,raw_perturbation_drift,harmful_correctness_drop,0.07746120239313517,0.44219415812157664,0.241081904934908,0.6101356182860739,0.000999000999000999
task,factual_qa,50,single_sample,uncorrected_single_drift,abs_single_pass_rate_change,0.18425350913359823,0.4153384539408601,0.23222150728514268,0.594246517395959,0.000999000999000999
task,factual_qa,50,single_change_auxiliary,noise_corrected_drift,abs_single_pass_rate_change,-0.024163887084602934,0.06265477870115932,-0.1835232867554639,0.3961963065320201,0.6753246753246753
task,math_reasoning,50,primary,noise_corrected_drift,abs_repeated_pass_rate_change,-0.05986301187198885,0.23155583481000766,-0.04432065251472918,0.5070280668476652,0.0969030969030969
task,math_reasoning,50,raw_auxiliary,raw_perturbation_drift,abs_repeated_pass_rate_change,-0.3402169737517029,-0.23830567338568368,-0.5081309966917775,0.0341116373690872,0.0979020979020979
task,math_reasoning,50,single_vs_repeated_auxiliary,uncorrected_single_drift,abs_repeated_pass_rate_change,-0.30284366376198496,-0.25655337462324257,-0.49953011580726986,0.016134424328769152,0.060939060939060936
task,math_reasoning,50,signed_drop,noise_corrected_drift,repeated_pass_rate_drop,0.05922732875350134,0.15790954120145828,-0.14713146396324975,0.44696180766331217,0.27672327672327673
task,math_reasoning,50,harmful_drop_binary,noise_corrected_drift,harmful_correctness_drop,-0.005463945753788417,0.31016217961379716,0.06596950339428437,0.5528564256261715,0.028971028971028972
task,math_reasoning,50,raw_harmful_drop_binary,raw_perturbation_drift,harmful_correctness_drop,-0.29642369793238854,-0.3591380841597964,-0.5737315217447505,-0.06994632420085407,0.012987012987012988
task,math_reasoning,50,single_sample,uncorrected_single_drift,abs_single_pass_rate_change,-0.2498502417388745,-0.3395498750508662,-0.5517864346846725,-0.07792269403318224,0.011988011988011988
task,math_reasoning,50,single_change_auxiliary,noise_corrected_drift,abs_single_pass_rate_change,-0.06151453441528156,0.10683910507972083,-0.1489544389900579,0.3592989715580741,0.43456543456543456
perturbation,context_injection,30,primary,noise_corrected_drift,abs_repeated_pass_rate_change,0.6558194189526315,0.46741874834274716,0.05511601086550424,0.7758714935236225,0.00999000999000999
perturbation,context_injection,30,raw_auxiliary,raw_perturbation_drift,abs_repeated_pass_rate_change,0.45752159227526595,0.48780584740337846,0.18178203704692691,0.7435501480000661,0.006993006993006993
perturbation,context_injection,30,single_vs_repeated_auxiliary,uncorrected_single_drift,abs_repeated_pass_rate_change,0.4086262283885358,0.25223189191322004,-0.10090993882951871,0.592988655234703,0.16883116883116883
perturbation,context_injection,30,signed_drop,noise_corrected_drift,repeated_pass_rate_drop,-0.6514883345957605,-0.27999162520616516,-0.6662313718834705,0.17110504004303434,0.14785214785214784
perturbation,context_injection,30,harmful_drop_binary,noise_corrected_drift,harmful_correctness_drop,-0.08529384677428371,0.09658289304993185,-0.20093137771976893,0.3957789814683001,0.5984015984015985
