task,strength_level,strength_edits,n,mean_cross_similarity,mean_noise_corrected_drift,mean_abs_repeated_pass_rate_change,mean_repeated_pass_rate_drop,share_harmful_correctness_drop,share_correctness_changed
code_generation,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0
code_generation,1,2,10,0.9256636477569855,0.015793260023330768,0.14,-0.020000000000000007,0.2,0.4
code_generation,2,4,10,0.9270448078338152,0.004731442774183137,0.12000000000000002,-0.08,0.1,0.4
code_generation,3,8,10,0.9053380008658785,0.03180613489366547,0.28,-0.28,0.0,0.6
code_generation,4,16,10,0.9145736839469145,0.02274874448108613,0.26,-0.22,0.1,0.7
factual_qa,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0
factual_qa,1,2,10,0.9761256218128402,0.005081913754410382,0.0,0.0,0.0,0.0
factual_qa,2,4,10,0.9686393494163346,0.013116685205292708,0.0,0.0,0.0,0.0
factual_qa,3,8,10,0.9700551650869846,0.009816609913752404,0.0,0.0,0.0,0.0
factual_qa,4,16,10,0.9645088737601315,0.012135537819323973,0.0,0.0,0.0,0.0
long_factual_qa,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0
long_factual_qa,1,2,10,0.9650683045887286,0.004722476184835725,0.038468253968253964,-0.010531746031746036,0.3,0.8
long_factual_qa,2,4,10,0.9707465891738597,0.004553683283885572,0.04662698412698414,0.02575396825396825,0.3,0.6
long_factual_qa,3,8,10,0.967054743222505,0.004580270737279735,0.05361111111111112,0.020039682539682534,0.4,0.7
long_factual_qa,4,16,10,0.9671521589368758,0.004371613072492639,0.061380952380952404,0.03606349206349206,0.7,1.0
math_reasoning,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0
math_reasoning,1,2,10,0.9579747852191492,0.0009900634511307376,0.12,-0.039999999999999994,0.1,0.5
math_reasoning,2,4,10,0.958007951517176,0.001339140004148318,0.12,5.551115123125783e-18,0.2,0.5
math_reasoning,3,8,10,0.9581199766611532,0.004665057964306629,0.16,0.040000000000000015,0.3,0.6
math_reasoning,4,16,10,0.9541005236867187,0.005505137157104218,0.12000000000000001,0.08000000000000002,0.3,0.4
