task,strength_level,strength_edits,n,mean_cross_similarity,mean_noise_corrected_drift,mean_abs_repeated_pass_rate_change,mean_repeated_pass_rate_drop,share_harmful_correctness_drop,share_correctness_changed
code_generation,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0
code_generation,1,2,10,0.9168330308010527,0.04918952776040705,0.24,-0.04,0.1,0.3
code_generation,2,4,10,0.93204844887578,0.03903767260176311,0.18,-0.019999999999999997,0.1,0.2
code_generation,3,8,10,0.9247155014909575,0.04796896332983044,0.13999999999999999,-0.1,0.1,0.3
code_generation,4,16,10,0.918735693418513,0.04362974172826572,0.18,-0.1,0.1,0.3
factual_qa,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0
factual_qa,1,2,10,0.9484163284871479,0.004337797445412325,0.013333333333333341,0.013333333333333341,0.1,0.1
factual_qa,2,4,10,0.9525635701707676,0.016146454876115497,0.006666666666666665,-0.006666666666666665,0.0,0.1
factual_qa,3,8,10,0.9431287583810652,0.004383951705749473,0.006666666666666665,0.006666666666666665,0.1,0.1
factual_qa,4,16,10,0.9469031507228137,0.0061950600986716816,0.006666666666666665,0.006666666666666665,0.1,0.1
long_factual_qa,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0
long_factual_qa,1,2,10,0.9787722547580033,0.0012545206284006077,0.05137301587301585,-0.020944444444444422,0.4,0.9
long_factual_qa,2,4,10,0.970359280095261,0.0122398385916725,0.04646031746031746,-0.0034444444444444167,0.3,0.7
long_factual_qa,3,8,10,0.9762686262485979,0.003639798162550183,0.04632539682539681,0.007404761904761925,0.4,0.8
long_factual_qa,4,16,10,0.960727139390606,0.016296385115986866,0.06831746031746032,0.00825396825396828,0.4,0.9
math_reasoning,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0
math_reasoning,1,2,10,0.9593353482659401,0.001155169467812763,0.08,-0.039999999999999994,0.1,0.3
math_reasoning,2,4,10,0.9598407408206172,0.0008458267450546463,0.060000000000000005,-0.060000000000000005,0.0,0.3
math_reasoning,3,8,10,0.9573771163822746,0.0023310499958109016,0.14,0.1,0.4,0.5
math_reasoning,4,16,10,0.9575673982003109,0.000687075589639538,0.16,0.039999999999999994,0.3,0.5
