base_case_id,task,dataset,perturbation_family,strength_level,strength_edits,original_noise,perturbed_noise,noise_baseline,raw_perturbation_drift,noise_corrected_drift,mean_cross_similarity,mean_paired_similarity,clean_single_correct,perturbed_single_correct,single_pass_rate_drop,abs_single_pass_rate_change,single_sample_pdr,clean_mean_correctness,perturbed_mean_correctness,repeated_pass_rate_drop,abs_repeated_pass_rate_change,repeated_sampling_pdr,harmful_correctness_drop,correctness_changed
rq2_dose_humaneval_04,code_generation,HumanEval,surface_noise,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0,0
rq2_dose_humaneval_04,code_generation,HumanEval,surface_noise,1,2,0.10186942731764573,1.1102230246251565e-16,0.05093471365882292,0.0679129515450972,0.016978237886274283,0.9320870484549028,0.9320870484549028,1.0,1.0,0.0,0.0,0.0,0.6,1.0,-0.4,0.4,-0.6666666666666667,0,1
rq2_dose_humaneval_04,code_generation,HumanEval,surface_noise,2,4,0.10186942731764573,0.11289472483150363,0.10738207607457467,0.09280955768896976,0.0,0.9071904423110302,0.8947433982371121,1.0,0.0,1.0,1.0,1.0,0.6,0.4,0.19999999999999996,0.19999999999999996,0.33333333333333326,1,1
rq2_dose_humaneval_04,code_generation,HumanEval,surface_noise,3,8,0.10186942731764573,0.01016078818309284,0.05601510775036928,0.0769607456002743,0.020945637849905017,0.9230392543997257,0.9224707705831136,1.0,1.0,0.0,0.0,0.0,0.6,1.0,-0.4,0.4,-0.6666666666666667,0,1
rq2_dose_humaneval_04,code_generation,HumanEval,surface_noise,4,16,0.10186942731764573,0.006773858788728604,0.054321643053187166,0.07243684857268574,0.01811520551949858,0.9275631514273143,0.9258576999774778,1.0,1.0,0.0,0.0,0.0,0.6,1.0,-0.4,0.4,-0.6666666666666667,0,1
rq2_dose_humaneval_09,code_generation,HumanEval,surface_noise,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8,0.8,0.0,0.0,0.0,0,0
rq2_dose_humaneval_09,code_generation,HumanEval,surface_noise,1,2,0.05033354170025288,0.06605941877462798,0.05819648023744043,0.08624662986099725,0.02805014962355682,0.9137533701390027,0.9183616729208491,1.0,0.0,1.0,1.0,1.0,0.8,0.2,0.6000000000000001,0.6000000000000001,0.7500000000000001,1,1
rq2_dose_humaneval_09,code_generation,HumanEval,surface_noise,2,4,0.05033354170025288,0.07531497821456536,0.06282425995740912,0.05520501049682468,0.0,0.9447949895031753,0.9254881701307681,1.0,0.0,1.0,1.0,1.0,0.8,0.6,0.20000000000000007,0.20000000000000007,0.25000000000000006,1,1
rq2_dose_humaneval_09,code_generation,HumanEval,surface_noise,3,8,0.05033354170025288,0.0478644208423475,0.04909898127130019,0.04166599960983114,0.0,0.9583340003901688,0.9486964533050909,1.0,1.0,0.0,0.0,0.0,0.8,0.4,0.4,0.4,0.5,1,1
rq2_dose_humaneval_09,code_generation,HumanEval,surface_noise,4,16,0.05033354170025288,0.08071018641323605,0.06552186405674446,0.06996245409510458,0.004440590038360129,0.9300375459048954,0.9016001864243036,1.0,0.0,1.0,1.0,1.0,0.8,0.4,0.4,0.4,0.5,1,1
