base_case_id,task,dataset,perturbation_family,strength_level,strength_edits,original_noise,perturbed_noise,noise_baseline,raw_perturbation_drift,noise_corrected_drift,mean_cross_similarity,mean_paired_similarity,clean_single_correct,perturbed_single_correct,single_pass_rate_drop,abs_single_pass_rate_change,single_sample_pdr,clean_mean_correctness,perturbed_mean_correctness,repeated_pass_rate_drop,abs_repeated_pass_rate_change,repeated_sampling_pdr,harmful_correctness_drop,correctness_changed
rq2_dose_humaneval_05,code_generation,HumanEval,surface_noise,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
rq2_dose_humaneval_05,code_generation,HumanEval,surface_noise,1,2,0.03339088098317912,0.018056237625986838,0.025723559304582977,0.02211678718195866,0.0,0.9778832128180414,0.9743711165260706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
rq2_dose_humaneval_05,code_generation,HumanEval,surface_noise,2,4,0.03339088098317912,0.0027347501543202534,0.018062815568749686,0.018036028195635035,0.0,0.981963971804365,0.9808002451988126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
rq2_dose_humaneval_05,code_generation,HumanEval,surface_noise,3,8,0.03345289547135727,0.024651815911410323,0.029052355691383796,0.026373727997064583,0.0,0.9736262720029354,0.9822209207676356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
rq2_dose_humaneval_05,code_generation,HumanEval,surface_noise,4,16,0.03339088098317912,0.019773421209626506,0.026582151096402815,0.027091136650585004,0.0005089855541821897,0.972908863349415,0.9709831470774211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
rq2_dose_humaneval_10,code_generation,HumanEval,surface_noise,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
rq2_dose_humaneval_10,code_generation,HumanEval,surface_noise,1,2,0.14312293885800184,0.12649975716095874,0.1348113480094803,0.11286827910973199,0.0,0.887131720890268,0.8416179589888471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
rq2_dose_humaneval_10,code_generation,HumanEval,surface_noise,2,4,0.14315092785003097,0.13942485616638134,0.14128789200820616,0.13826999565994763,0.0,0.8617300043400524,0.8920797332322502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
rq2_dose_humaneval_10,code_generation,HumanEval,surface_noise,3,8,0.14313244439312442,0.15430349703811397,0.1487179707156192,0.1290887094267867,0.0,0.8709112905732133,0.816293267051876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
rq2_dose_humaneval_10,code_generation,HumanEval,surface_noise,4,16,0.14313244439312442,0.1440915034722725,0.14361197393269848,0.13520974293564145,0.0,0.8647902570643585,0.9321653089962896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
rq2_dose_humaneval_15,code_generation,HumanEval,surface_noise,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
rq2_dose_humaneval_15,code_generation,HumanEval,surface_noise,1,2,3.115200739367552e-07,3.115200739367552e-07,3.115200739367552e-07,2.492160591494041e-07,0.0,0.9999997507839409,0.9999997923199507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
rq2_dose_humaneval_15,code_generation,HumanEval,surface_noise,2,4,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
rq2_dose_humaneval_15,code_generation,HumanEval,surface_noise,3,8,0.0,2.0768004929117013e-07,1.0384002464558506e-07,4.1536009858234025e-07,3.115200739367552e-07,0.9999995846399015,0.9999995846399015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
